signal_id,channel,direction,signal_received_utc,market_filled_utc,fill_latency_ms,range_arrived_utc,range_delay_sec,tps_arrived_utc,range_low,range_high,market_entry_price,tps_initial,sl_initial,sl_final,range_decision,adverse_action,n_tickets_opened,n_dca_filled,total_lot,mfe_usd,mae_usd,mfe_at,mae_at,n_mgmt_msgs,mgmt_msgs_classified,mgmt_msgs_applied,closed_at_utc,closed_by,duration_sec,total_pnl_usd,tag,notes
canal1_20217,canal1,BUY,2026-06-10T13:07:06.264,2026-06-10T13:07:06.590,326,2026-06-10T13:07:40.892,34.3,,4150.0,4155.0,4155.48,,,4140.0,A_inside,rescue_market,4,0,,6.66,-51.88999999999999,2026-06-10T13:08:11.640+00:00,2026-06-10T13:16:16.700+00:00,0,[],[],2026-06-10T13:16:21.711,SL,555.1,-54.06,LOSS_NORMAL,auto-finalize: SL×4
canal1_20220,canal1,BUY,2026-06-10T13:19:29.317,2026-06-10T13:19:29.450,132,,,,,,4139.88,,4120.0,4120.0,,rescue_market,4,0,,0.0,0.0,,,2,"[""MOVE_SL_TO_BE"", ""INFORMATIONAL""]","[true, true]",2026-06-10T13:22:41.797,RECONCILER,192.3,-16.23,LOSS_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal2_13597,canal2,SELL,2026-06-10T13:30:44.059,2026-06-10T13:30:44.193,133,2026-06-10T13:31:02.274,18.1,,4150.5,4155.5,4150.68,,,4160.5,A_inside,rescue_market,5,0,,14.01,0.0,2026-06-10T13:31:07.507+00:00,,3,"[""INFORMATIONAL"", ""INFORMATIONAL"", ""INFORMATIONAL""]","[true, true, true]",2026-06-10T13:31:42.876,LOSS_BE,58.7,2.75,WIN_CLEAN,"auto-finalize: TP1×1, LOSS_BE×4"
canal1_20230,canal1,SELL,2026-06-10T13:51:56.977,2026-06-10T13:51:57.115,137,2026-06-10T13:52:42.438,45.3,,4180.0,4185.0,4177.75,,,4195.0,B_favorable,rescue_market,4,0,,6.14,-28.96,2026-06-10T13:55:44.038+00:00,2026-06-10T13:53:33.035+00:00,2,"[""MOVE_SL_TO_BE"", ""MOVE_SL_TO_BE""]","[true, true]",2026-06-10T13:55:54.150,LOSS_BE,237.0,0.0,OTHER,auto-finalize: LOSS_BE×4
canal2_13606,canal2,BUY,2026-06-11T07:32:12.205,2026-06-11T07:32:12.396,191,2026-06-11T07:32:41.645,29.2,,4103.5,4107.5,4108.35,,,4100.0,A_inside,rescue_market,5,0,,2.66,-3.4499999999999997,2026-06-11T07:33:42.623+00:00,2026-06-11T07:33:12.160+00:00,4,"[""INFORMATIONAL"", ""INFORMATIONAL"", ""INFORMATIONAL"", ""SIGNAL_UPDATED""]","[true, true, true, true]",2026-06-11T07:33:47.969,MANUAL,95.6,2.29,MANUAL,auto-finalize: MANUAL×5
canal2_13615,canal2,BUY,2026-06-11T08:05:06.682,2026-06-11T08:05:07.542,860,2026-06-11T08:05:21.447,13.9,,4101.5,4105.5,4105.54,,,4097.0,A_inside,rescue_market,5,0,,12.079999999999998,0.0,2026-06-11T08:06:43.815+00:00,,2,"[""MOVE_SL_TO_PRICE"", ""INFORMATIONAL""]","[true, true]",2026-06-11T08:08:30.334,LOSS_BE,202.8,2.56,WIN_CLEAN,"auto-finalize: TP1×1, LOSS_BE×4"
canal2_13619,canal2,BUY,2026-06-11T08:36:29.064,2026-06-11T08:36:29.198,133,2026-06-11T08:36:37.174,8.0,,4094.0,4098.0,4098.18,,,4090.0,A_inside,rescue_market,5,0,,5.3500000000000005,-33.58,2026-06-11T08:37:23.856+00:00,2026-06-11T08:44:57.500+00:00,0,[],[],2026-06-11T08:45:12.923,SL,523.7,-35.43,LOSS_NORMAL,auto-finalize: SL×5
canal2_13622,canal2,SELL,2026-06-11T09:01:19.661,2026-06-11T09:01:19.795,133,2026-06-11T09:01:28.264,8.5,,4084.0,4088.0,4084.0,,,4093.0,A_inside,rescue_market,5,0,,0.24,-14.080000000000002,2026-06-11T09:01:38.380+00:00,2026-06-11T09:03:15.706+00:00,2,"[""MOVE_SL_TO_BE"", ""CLOSE_FIRST""]","[true, true]",2026-06-11T09:03:46.280,SL,146.5,-6.76,LOSS_CLEAN,auto-finalize: SL×5
canal1_20251,canal1,BUY,2026-06-11T12:30:24.396,2026-06-11T12:30:24.515,118,,,,,,4067.69,,,4057.69,,rescue_market,4,0,,0.0,0.0,,,1,"[""CLOSE_ALL""]",[true],2026-06-11T12:33:40.633,CLOSE_ALL,196.1,-34.77,LOSS_CLEAN,reason=classifier
canal2_13629,canal2,BUY,2026-06-11T12:46:09.025,2026-06-11T12:46:09.163,138,2026-06-11T12:46:09.695,0.5,,4071.0,4075.0,4075.97,,,4068.0,A_inside,rescue_market,5,0,,12.799999999999999,-0.43000000000000005,2026-06-11T12:47:30.567+00:00,2026-06-11T12:46:09.945+00:00,2,"[""INFORMATIONAL"", ""INFORMATIONAL""]","[true, true]",2026-06-11T12:48:15.982,LOSS_BE,126.8,5.26,WIN_CLEAN,"auto-finalize: TP1×2, LOSS_BE×3"
canal2_13636,canal2,SELL,2026-06-11T13:16:49.925,2026-06-11T13:16:50.060,135,2026-06-11T13:17:01.011,10.9,,4077.0,4082.0,4077.0,,,4086.0,A_inside,rescue_market,5,0,,13.44,-0.76,2026-06-11T13:19:59.355+00:00,2026-06-11T13:17:01.168+00:00,1,"[""INFORMATIONAL""]",[true],2026-06-11T13:22:11.237,LOSS_BE,321.2,2.6,WIN_CLEAN,"auto-finalize: TP1×1, LOSS_BE×4"
canal1_20255,canal1,SELL,2026-06-11T13:29:16.740,2026-06-11T13:29:16.900,159,,,2026-06-11T13:30:05.927,,,4077.04,"[4074.0, 4070.0, 4066.0, 4061.0]",4088.0,4088.0,,rescue_market,4,0,,0.0,0.0,,,1,"[""MOVE_SL_TO_BE""]",[true],2026-06-11T13:36:41.585,RECONCILER,444.7,2.64,WIN_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal2_13642,canal2,SELL,2026-06-11T13:46:24.717,2026-06-11T13:46:24.841,124,2026-06-11T13:46:35.012,10.2,,4085.0,4090.0,4083.98,,,4095.0,B_favorable,rescue_market,5,0,,0.0,-35.8,,2026-06-11T13:47:55.488+00:00,5,"[""INFORMATIONAL"", ""INFORMATIONAL"", ""INFORMATIONAL"", ""MOVE_SL_TO_BE"", ""CLOSE_FIRST""]","[true, true, true, true, true]",2026-06-11T13:48:56.036,SL,151.2,-10.22,LOSS_CLEAN,auto-finalize: SL×5
canal2_13654,canal2,SELL,2026-06-11T14:16:31.154,2026-06-11T14:16:31.290,135,2026-06-11T14:16:51.527,20.2,,4059.5,4064.5,4058.88,,,5067.0,A_inside,rescue_market,5,0,,5.35,0.0,2026-06-11T14:16:56.622+00:00,,3,"[""INFORMATIONAL"", ""INFORMATIONAL"", ""INFORMATIONAL""]","[true, true, true]",2026-06-11T14:17:26.799,LOSS_BE,55.5,2.07,WIN_CLEAN,"auto-finalize: TP1×1, LOSS_BE×4"
canal1_20261,canal1,BUY,2026-06-11T14:15:39.336,2026-06-11T14:15:39.478,142,2026-06-11T14:16:39.919,60.4,,4059.0,4062.0,4065.6,,,4043.0,B_favorable,rescue_market,4,0,,4.43,-32.269999999999996,2026-06-11T14:20:57.381+00:00,2026-06-11T14:17:00.088+00:00,1,"[""MOVE_SL_TO_BE""]",[true],2026-06-11T14:22:13.183,TP1,393.7,7.91,WIN_SCARY,"auto-finalize: TP1×1, TP2×1, TP3×1, TP4×1"
canal1_20269,canal1,SELL,2026-06-11T15:35:23.544,2026-06-11T15:35:23.672,128,,,2026-06-11T15:35:48.172,,,4080.84,"[4075.0, 4070.0, 4066.0, 4061.0]",4095.0,4095.0,,rescue_market,4,0,,0.0,0.0,,,1,"[""INFORMATIONAL""]",[true],2026-06-11T15:51:42.945,RECONCILER,979.3,-49.41,LOSS_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20273,canal1,BUY,2026-06-11T15:57:35.886,2026-06-11T15:57:36.018,132,2026-06-11T15:58:17.322,41.3,,4085.0,4090.0,4088.62,,,4075.0,A_inside,rescue_market,4,0,,15.889999999999999,-1.88,2026-06-11T16:02:55.884+00:00,2026-06-11T15:58:22.362+00:00,2,"[""INFORMATIONAL"", ""MOVE_SL_TO_BE""]","[true, true]",2026-06-11T16:04:17.158,LOSS_BE,401.1,0.0,OTHER,auto-finalize: LOSS_BE×4
canal1_20281,canal1,SELL,2026-06-11T19:02:16.426,2026-06-11T19:02:16.551,124,,,2026-06-11T19:03:12.010,,,4171.42,"[4167.0, 4162.0, 4157.0, 4152.0]",4190.0,4190.0,,rescue_market,4,0,,0.0,0.0,,,0,[],[],2026-06-11T19:16:44.980,RECONCILER,868.4,-63.9,LOSS_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20284,canal1,SELL,2026-06-11T19:20:35.076,2026-06-11T19:20:35.214,138,,,2026-06-11T19:21:15.763,,,4195.32,"[4190.0, 4185.0, 4180.0, 4175.0]",4210.0,4210.0,,rescue_market,4,0,,0.0,0.0,,,1,"[""INFORMATIONAL""]",[true],2026-06-11T19:31:45.570,RECONCILER,670.4,-33.44,LOSS_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20289,canal1,SELL,2026-06-11T19:36:49.412,2026-06-11T19:36:49.549,137,2026-06-11T19:37:34.020,44.5,,4220.0,4225.0,4215.25,,,4245.0,B_favorable,rescue_market,4,0,,25.439999999999998,-71.64,2026-06-11T22:03:46.467+00:00,2026-06-11T22:57:36.000+00:00,2,"[""INFORMATIONAL"", ""PROTECT_AND_NOTIFY_AMBIG""]","[true, false]",2026-06-11T22:57:41.105,SL,12051.6,-70.51,LOSS_MGMT_IGNORED,"auto-finalize: SL×3, TP2×1"
canal2_13661,canal2,BUY,2026-06-12T07:21:00.626,2026-06-12T07:21:00.767,141,2026-06-12T07:21:14.495,13.7,,4174.0,4178.0,4178.27,,,4169.0,A_inside,rescue_market,5,0,,3.6,-9.24,2026-06-12T07:21:19.535+00:00,2026-06-12T07:22:51.723+00:00,3,"[""INFORMATIONAL"", ""MOVE_SL_TO_BE"", ""CLOSE_FIRST""]","[true, true, true]",2026-06-12T07:24:39.389,LOSS_BE,218.6,1.45,WIN_SHORT,auto-finalize: LOSS_BE×5
canal2_13674,canal2,SELL,2026-06-12T08:30:24.297,2026-06-12T08:30:24.445,147,2026-06-12T08:30:36.516,12.1,,4214.5,4218.5,4214.36,,,4224.0,A_inside,rescue_market,5,0,,4.17,-25.119999999999997,2026-06-12T08:30:36.644+00:00,2026-06-12T08:34:10.037+00:00,5,"[""INFORMATIONAL"", ""INFORMATIONAL"", ""MOVE_SL_TO_BE"", ""MOVE_SL_TO_BE"", ""CLOSE_FIRST""]","[true, true, true, true, true]",2026-06-12T08:36:42.155,SL,377.7,-12.73,LOSS_NORMAL,auto-finalize: SL×5
canal2_13681,canal2,SELL,2026-06-12T09:05:53.965,2026-06-12T09:05:54.101,135,2026-06-12T09:06:09.303,15.2,,4223.0,4228.0,4222.63,,,4233.0,A_inside,rescue_market,5,0,,9.51,-6.15,2026-06-12T09:08:43.562+00:00,2026-06-12T09:06:24.755+00:00,2,"[""INFORMATIONAL"", ""INFORMATIONAL""]","[true, true]",2026-06-12T09:09:34.245,LOSS_BE,220.1,2.27,WIN_SHORT,"auto-finalize: TP1×1, LOSS_BE×4"
canal2_13690,canal2,SELL,2026-06-12T10:45:13.895,2026-06-12T10:45:14.036,140,2026-06-12T10:45:23.292,9.3,,4215.0,4220.0,4214.88,,,4223.0,A_inside,rescue_market,5,0,,2.0,-16.35,2026-06-12T10:45:53.772+00:00,2026-06-12T10:48:37.336+00:00,3,"[""INFORMATIONAL"", ""MOVE_SL_TO_BE"", ""CLOSE_FIRST""]","[true, true, true]",2026-06-12T10:51:16.154,LOSS_BE,362.1,0.25,WIN_SHORT,auto-finalize: LOSS_BE×5
canal2_13703,canal2,SELL,2026-06-12T12:02:32.736,2026-06-12T12:02:32.878,142,2026-06-12T12:02:50.948,18.1,,4204.5,4209.5,4204.51,,,4216.0,A_inside,rescue_market,5,0,,0.0,-47.08,,2026-06-12T12:15:16.587+00:00,6,"[""INFORMATIONAL"", ""INFORMATIONAL"", ""MOVE_SL_TO_PRICE"", ""CLOSE_ALL"", ""MOVE_SL_TO_BE"", ""INFORMATIONAL""]","[true, true, true, true, true, true]",2026-06-12T12:20:51.887,RECONCILER,1099.0,-15.63,LOSS_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20293,canal1,BUY,2026-06-12T11:37:24.906,2026-06-12T11:37:25.033,126,,,2026-06-12T11:38:17.032,,,4201.71,"[4205.0, 4210.0, 4215.0, 4220.0]",4185.0,4185.0,,rescue_market,4,0,,0.0,0.0,,,3,"[""MOVE_SL_TO_BE"", ""MOVE_SL_TO_BE"", ""INFORMATIONAL""]","[true, true, true]",2026-06-12T12:26:52.436,RECONCILER,2967.4,21.51,WIN_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20299,canal1,BUY,2026-06-12T13:44:29.650,2026-06-12T13:44:29.780,130,,,2026-06-12T13:45:35.404,,,4193.53,"[4195.0, 4200.0, 4205.0, 4210.0]",4170.0,4170.0,,rescue_market,4,0,,0.0,0.0,,,1,"[""MOVE_SL_TO_BE""]",[true],2026-06-12T14:02:55.014,RECONCILER,1105.2,1.27,WIN_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20303,canal1,BUY,2026-06-12T14:59:44.016,2026-06-12T14:59:44.138,121,,,2026-06-12T15:11:43.898,,,4206.78,"[4213.0, 4217.0, 4222.0, 4226.0]",,4185.0,,rescue_market,4,0,,0.0,0.0,,,7,"[""MOVE_SL_TO_BE"", ""MOVE_SL_TO_PRICE"", ""MOVE_SL_TO_BE"", ""MOVE_SL_TO_BE"", ""INFORMATIONAL"", ""MOVE_SL_TO_BE"", ""INFORMATIONAL""]","[true, true, true, true, true, true, true]",2026-06-12T15:24:56.103,RECONCILER,1512.0,44.02,WIN_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20314,canal1,BUY,2026-06-12T17:10:35.045,2026-06-12T17:10:35.169,123,2026-06-12T17:11:14.204,39.0,,4215.0,4220.0,4220.5,,,4200.0,A_inside,rescue_market,4,0,,49.49,-22.090000000000003,2026-06-14T22:00:06.593+00:00,2026-06-12T17:17:19.242+00:00,4,"[""INFORMATIONAL"", ""PROTECT_AND_NOTIFY_AMBIG"", ""INFORMATIONAL"", ""PROTECT_AND_NOTIFY_AMBIG""]","[true, false, true, false]",2026-06-14T22:01:02.544,TP1,190227.4,38.23,WIN_SCARY,"auto-finalize: TP1×1, TP2×1, TP3×1, TP4×1"
canal1_20320,canal1,BUY,2026-06-15T11:50:01.536,2026-06-15T11:50:01.653,117,,,2026-06-15T11:51:04.160,,,4333.96,"[4337.0, 4341.0, 4345.0, 4349.0]",4320.0,4320.0,,rescue_market,4,0,,0.0,0.0,,,1,"[""MOVE_SL_TO_BE""]",[true],2026-06-15T11:56:24.294,RECONCILER,382.6,0.0,OTHER,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20328,canal1,BUY,2026-06-15T15:03:30.309,2026-06-15T15:03:30.441,131,,,2026-06-15T15:05:15.767,,,4354.49,"[4357.0, 4362.0, 4366.0, 4371.0]",4340.0,4340.0,,rescue_market,4,0,,0.0,0.0,,,1,"[""MOVE_SL_TO_BE""]",[true],2026-06-15T15:28:26.430,RECONCILER,1496.0,2.16,WIN_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20332,canal1,BUY,2026-06-15T18:17:17.793,2026-06-15T18:17:17.911,118,,,2026-06-15T18:18:11.259,,,4323.98,"[4327.0, 4331.0, 4335.0, 4340.0]",4304.0,4304.0,,rescue_market,4,0,,0.0,0.0,,,2,"[""CLOSE_FIRST"", ""INFORMATIONAL""]","[true, true]",2026-06-16T08:11:54.794,RECONCILER,50076.9,27.44,WIN_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20337,canal1,BUY,2026-06-15T18:40:51.810,2026-06-15T18:40:51.931,120,,,2026-06-15T18:40:58.034,,,4325.12,"[4327.0, 4331.0, 4335.0, 4340.0]",4304.0,4304.0,,rescue_market,4,0,,0.0,0.0,,,2,"[""INFORMATIONAL"", ""INFORMATIONAL""]","[true, true]",2026-06-16T08:11:55.319,RECONCILER,48663.4,26.32,WIN_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20341,canal1,BUY,2026-06-16T10:10:21.493,2026-06-16T10:10:21.615,122,,,2026-06-16T10:11:56.268,,,4345.61,"[4349.0, 4353.0, 4357.0, 4362.0]",4335.0,4335.0,,rescue_market,4,0,,0.0,0.0,,,3,"[""INFORMATIONAL"", ""INFORMATIONAL"", ""PROTECT_AND_NOTIFY_AMBIG""]","[true, true, false]",2026-06-16T13:22:58.479,RECONCILER,11556.9,-9.01,LOSS_MGMT_IGNORED,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20347,canal1,BUY,2026-06-16T13:23:53.225,2026-06-16T13:23:53.361,136,2026-06-16T13:24:50.531,57.2,,4335.0,4339.0,4338.28,,,4325.0,A_inside,rescue_market,4,0,,6.630000000000001,-14.32,2026-06-16T13:31:37.935+00:00,2026-06-16T13:27:59.101+00:00,2,"[""INFORMATIONAL"", ""MOVE_SL_TO_PRICE""]","[true, true]",2026-06-16T13:46:02.982,SL,1329.6,-11.28,LOSS_NORMAL,auto-finalize: SL×4
canal1_20352,canal1,BUY,2026-06-16T14:15:14.214,2026-06-16T14:15:14.354,140,2026-06-16T14:16:20.288,65.9,,4330.0,4332.0,4335.27,,,4310.0,B_favorable,rescue_market,4,0,,13.35,-73.56,2026-06-16T15:57:55.576+00:00,2026-06-16T14:34:06.061+00:00,5,"[""INFORMATIONAL"", ""MOVE_SL_TO_BE"", ""INFORMATIONAL"", ""MOVE_SL_TO_BE"", ""INFORMATIONAL""]","[true, true, true, true, true]",2026-06-16T16:00:02.615,LOSS_BE,6288.3,6.4,WIN_SHORT,"auto-finalize: TP1×1, TP2×1, LOSS_BE×2"
canal1_20363,canal1,SELL,2026-06-17T12:43:34.153,2026-06-17T12:43:34.273,119,2026-06-17T12:44:54.828,80.6,,4332.0,4335.0,4329.95,,,4348.0,B_favorable,rescue_market,4,0,,14.68,-18.35,2026-06-17T13:07:28.025+00:00,2026-06-17T12:59:14.381+00:00,6,"[""PROTECT_AND_NOTIFY_AMBIG"", ""MOVE_SL_TO_PRICE"", ""INFORMATIONAL"", ""MOVE_SL_TO_BE"", ""PROTECT_AND_NOTIFY_AMBIG"", ""INFORMATIONAL""]","[false, true, true, true, false, true]",2026-06-17T13:11:33.506,LOSS_BE,1679.2,2.54,WIN_SHORT,"auto-finalize: TP1×1, LOSS_BE×3"
canal1_20372,canal1,SELL,2026-06-17T13:52:39.112,2026-06-17T13:52:39.242,129,,,2026-06-17T13:53:20.972,,,4343.08,"[4338.0, 4334.0, 4330.0, 4325.0]",4355.0,4355.0,,rescue_market,4,0,,0.0,0.0,,,2,"[""GEMINI_FAILED"", ""PROTECT_AND_NOTIFY_AMBIG""]","[false, false]",2026-06-17T14:25:09.149,RECONCILER,1949.9,-26.59,LOSS_MGMT_IGNORED,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20377,canal1,SELL,2026-06-17T15:21:52.821,2026-06-17T15:21:52.946,124,,,2026-06-17T15:23:07.401,,,4356.01,"[4352.0, 4348.0, 4344.0, 4339.0]",4370.0,4370.0,,rescue_market,4,0,,0.0,0.0,,,3,"[""INFORMATIONAL"", ""PROTECT_AND_NOTIFY_AMBIG"", ""INFORMATIONAL""]","[true, false, true]",2026-06-17T17:34:14.226,RECONCILER,7941.3,-48.3,LOSS_MGMT_IGNORED,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20380,canal1,BUY,2026-06-17T18:07:40.143,2026-06-17T18:07:40.294,151,2026-06-17T18:08:38.707,58.4,,4300.0,4305.0,4307.57,,,4270.0,B_favorable,rescue_market,4,0,,0.0,-97.53999999999999,,2026-06-17T18:13:56.166+00:00,1,"[""MOVE_SL_TO_BE""]",[true],2026-06-17T18:17:32.703,SL,592.4,-28.47,LOSS_CLEAN,auto-finalize: SL×4
canal1_20388,canal1,SELL,2026-06-17T18:38:04.506,2026-06-17T18:38:04.692,185,2026-06-17T18:39:00.942,56.3,,4295.0,4300.0,4295.86,,,4325.0,A_inside,rescue_market,4,0,,0.0,-91.8,,2026-06-17T18:44:08.216+00:00,0,[],[],2026-06-17T18:44:23.289,SL,378.6,-101.91,LOSS_CLEAN,auto-finalize: SL×4
canal1_20394,canal1,SELL,2026-06-17T18:53:12.423,2026-06-17T18:53:12.544,120,2026-06-17T18:53:19.452,6.9,,4315.0,4320.0,4318.0,,,4340.0,A_inside,rescue_market,4,0,,47.64,0.0,2026-06-17T18:57:30.844+00:00,,4,"[""MOVE_SL_TO_BE"", ""INFORMATIONAL"", ""INFORMATIONAL"", ""MOVE_SL_TO_BE""]","[true, true, true, true]",2026-06-17T18:58:46.288,TP1,333.7,79.76,WIN_CLEAN,"auto-finalize: TP1×1, TP2×1, TP3×1, TP4×1"
canal1_20390,canal1,SELL,2026-06-17T18:46:25.276,2026-06-17T18:46:25.420,143,2026-06-17T18:47:27.396,62.0,,4315.0,4320.0,4317.31,,,4340.0,A_inside,rescue_market,4,0,,45.22,-43.84,2026-06-17T18:57:27.023+00:00,2026-06-17T18:47:52.539+00:00,2,"[""MOVE_SL_TO_PRICE"", ""INFORMATIONAL""]","[true, true]",2026-06-17T18:58:47.505,TP1,742.1,76.82,WIN_SCARY,"auto-finalize: TP1×1, TP2×1, TP3×1, TP4×1"
canal1_20408,canal1,SELL,2026-06-18T13:35:09.037,2026-06-18T13:35:09.157,120,,,2026-06-18T13:35:57.386,,,4272.02,"[4268.0, 4264.0, 4260.0, 4255.0]",4290.0,4290.0,,rescue_market,4,0,,0.0,0.0,,,3,"[""INFORMATIONAL"", ""MOVE_SL_TO_BE"", ""MOVE_SL_TO_BE""]","[true, true, true]",2026-06-18T13:48:22.953,RECONCILER,793.8,35.66,WIN_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20417,canal1,SELL,2026-06-18T14:00:54.743,2026-06-18T14:00:54.881,137,2026-06-18T14:01:41.504,46.6,,4250.0,4255.0,4249.84,,,4275.0,A_inside,rescue_market,4,0,,20.91,0.0,2026-06-18T14:04:02.866+00:00,,4,"[""INFORMATIONAL"", ""GEMINI_FAILED"", ""INFORMATIONAL"", ""MOVE_SL_TO_BE""]","[true, false, true, true]",2026-06-18T14:19:25.963,LOSS_BE,1111.1,12.78,WIN_CLEAN,"auto-finalize: TP1×1, TP2×1, LOSS_BE×2"
canal1_20421,canal1,SELL,2026-06-18T14:25:05.542,2026-06-18T14:25:05.670,128,2026-06-18T14:25:14.512,8.8,,4250.0,4255.0,4253.35,,,4275.0,A_inside,rescue_market,4,0,,32.589999999999996,-6.789999999999999,2026-06-18T14:51:06.281+00:00,2026-06-18T14:26:00.207+00:00,8,"[""INFORMATIONAL"", ""INFORMATIONAL"", ""INFORMATIONAL"", ""MOVE_SL_TO_PRICE"", ""PROTECT_AND_NOTIFY_AMBIG"", ""INFORMATIONAL"", ""INFORMATIONAL"", ""PROTECT_AND_NOTIFY_AMBIG""]","[true, true, true, true, false, true, true, false]",2026-06-18T15:32:40.268,TP1,4054.6,55.21,WIN_NORMAL,"auto-finalize: TP1×1, TP2×1, TP3×1, TP4×1"
canal1_20404,canal1,SELL,2026-06-18T13:00:59.158,2026-06-18T13:00:59.283,125,2026-06-18T13:02:06.941,67.7,,4245.0,4250.0,4247.58,,,4260.0,A_inside,rescue_market,4,0,,28.150000000000002,-99.41999999999999,2026-06-18T15:29:33.372+00:00,2026-06-18T13:32:16.114+00:00,4,"[""MOVE_SL_TO_PRICE"", ""MOVE_SL_TO_PRICE"", ""INFORMATIONAL"", ""INFORMATIONAL""]","[true, true, true, true]",2026-06-18T15:38:13.517,TP1,9434.2,49.93,WIN_SCARY,"auto-finalize: TP1×1, TP2×1, TP3×1, TP4×1"
canal1_20433,canal1,SELL,2026-06-19T11:42:27.300,2026-06-19T11:42:27.422,122,2026-06-19T11:43:30.820,63.4,,4150.0,4155.0,4149.51,,,4171.0,A_inside,rescue_market,4,0,,1.08,-19.48,2026-06-19T11:55:25.099+00:00,2026-06-19T11:48:13.310+00:00,1,"[""MOVE_SL_TO_PRICE""]",[true],2026-06-19T12:00:28.414,SL,1081.0,-19.2,LOSS_CLEAN,auto-finalize: SL×4
canal1_20437,canal1,SELL,2026-06-19T12:39:52.824,2026-06-19T12:39:52.949,125,2026-06-19T12:40:04.838,11.9,,4150.0,4155.0,4150.41,,,4171.0,A_inside,rescue_market,4,0,,6.87,-69.81,2026-06-19T12:47:55.027+00:00,2026-06-19T12:51:54.237+00:00,0,[],[],2026-06-19T12:51:59.310,SL,726.4,-71.45,LOSS_NORMAL,auto-finalize: SL×4
canal1_20440,canal1,SELL,2026-06-19T13:01:35.035,2026-06-19T13:01:35.157,121,2026-06-19T13:02:05.197,30.0,,4180.0,4185.0,4178.41,,,4205.0,B_favorable,rescue_market,4,0,,21.92,-4.24,2026-06-19T13:03:20.882+00:00,2026-06-19T13:10:06.785+00:00,4,"[""GEMINI_FAILED"", ""INFORMATIONAL"", ""MOVE_SL_TO_BE"", ""MOVE_SL_TO_BE""]","[false, true, true, true]",2026-06-19T13:44:10.321,TP1,2555.2,37.78,WIN_CLEAN,"auto-finalize: TP1×1, TP2×1, TP3×1, TP4×1"
canal1_20446,canal1,SELL,2026-06-19T16:21:55.945,2026-06-19T16:21:56.071,125,,,,,,4147.59,,,4157.59,,rescue_market,4,0,,0.0,0.0,,,0,[],[],2026-06-19T16:51:32.471,RECONCILER,1776.4,-34.88,LOSS_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
canal1_20457,canal1,SELL,2026-06-22T11:12:39.418,2026-06-22T11:12:39.617,198,2026-06-22T11:13:26.528,46.9,,4208.0,4210.0,4207.5,,,4220.0,A_inside,rescue_market,4,0,,12.01,-7.43,2026-06-22T11:29:40.660+00:00,2026-06-22T11:21:08.058+00:00,3,"[""MOVE_SL_TO_BE"", ""INFORMATIONAL"", ""MOVE_SL_TO_BE""]","[true, true, true]",2026-06-22T11:33:16.646,LOSS_BE,1237.0,3.06,WIN_SHORT,"auto-finalize: TP1×1, LOSS_BE×3"
canal1_20461,canal1,SELL,2026-06-22T12:44:24.391,2026-06-22T12:44:24.519,127,2026-06-22T12:44:33.704,9.2,,4204.0,4208.0,4202.31,,,4220.0,B_favorable,rescue_market,4,0,,5.4399999999999995,-9.18,2026-06-22T12:47:41.071+00:00,2026-06-22T12:45:04.085+00:00,1,"[""MOVE_SL_TO_BE""]",[true],2026-06-22T12:49:28.406,LOSS_BE,303.9,2.02,WIN_SHORT,"auto-finalize: TP1×1, LOSS_BE×3"
canal1_20473,canal1,SELL,2026-06-22T15:02:06.532,2026-06-22T15:02:06.658,126,,,2026-06-22T15:02:39.733,,,4199.54,"[4195.0, 4190.0, 4185.0, 4180.0]",4220.0,4220.0,,rescue_market,4,0,,0.0,0.0,,,7,"[""MOVE_SL_TO_BE"", ""INFORMATIONAL"", ""MOVE_SL_TO_BE"", ""INFORMATIONAL"", ""MOVE_SL_TO_BE"", ""INFORMATIONAL"", ""INFORMATIONAL""]","[true, true, true, true, true, true, true]",2026-06-22T15:46:14.403,RECONCILER,2647.7,41.91,WIN_CLEAN,cierre MT5 detectado por reconciler (monitor no lo registro)
